Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Age
Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086.0,97.7,5.0,950.0,Hyundai,Santro,17
Kochi,2016,33915,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8090.0,Honda,City,8
Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,18500.0,BMW,X1,10
Mumbai,2017,33000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4750.0,Hyundai,Grand,7
Chennai,2016,34000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8450.0,Maruti,Ciaz,8
Kolkata,2012,55000,Diesel,Manual,First,20.5,1598.0,103.6,5.0,3500.0,Skoda,Rapid,12
Kochi,2006,160538,Diesel,Manual,First,13.1,1493.0,82.0,5.0,1800.0,Hyundai,Accent,18
Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498.0,103.6,5.0,3700.0,Volkswagen,Polo,10
Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7170.0,Honda,Jazz,7
Jaipur,2010,83000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1750.0,Hyundai,i10,14
Kochi,2018,51346,Diesel,Automatic,First,16.38,1995.0,183.0,5.0,21990.0,Hyundai,Tucson,6
Pune,2017,43000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,18650.0,Toyota,Innova,7
Jaipur,2011,35000,Petrol,Manual,Third,19.7,796.0,35.0,5.0,1850.0,Maruti,Omni,13
Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197.0,81.8,5.0,5950.0,Maruti,Swift,7
Mumbai,2014,16514,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3750.0,Hyundai,Grand,10
Pune,2012,120000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3750.0,Maruti,Swift,12
Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582.0,126.2,5.0,2600.0,Hyundai,Verna,16
Hyderabad,2006,99000,Petrol,Manual,First,0.0,1086.0,97.7,5.0,1750.0,Hyundai,Santro,18
Mumbai,2010,52000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2800.0,Hyundai,i20,14
Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,61290.0,Mercedes-Benz,GLE,7
Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148.0,170.0,5.0,18000.0,Mercedes-Benz,New,10
Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248.0,73.94,5.0,4350.0,Maruti,Ritz,10
Bangalore,2016,28000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13750.0,Hyundai,Creta,8
Pune,2010,67000,Petrol,Manual,First,19.0,998.0,66.1,5.0,2000.0,Maruti,A-Star,14
Delhi,2016,26000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,10000.0,Renault,Duster,8
Delhi,2010,120000,Diesel,Manual,First,17.8,1248.0,76.0,5.0,1650.0,Fiat,Grande,14
Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993.0,258.0,5.0,45770.0,BMW,X3,7
Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3250.0,Hyundai,i10,14
Pune,2016,47000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,12800.0,Toyota,Innova,8
Mumbai,2002,60000,Petrol,Manual,Third,17.3,993.0,60.0,5.0,550.0,Maruti,Zen,22
Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248.0,74.0,5.0,7150.0,Maruti,Swift,6
Pune,2013,105000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,7000.0,Mahindra,Scorpio,11
Pune,2017,121900,Diesel,Manual,First,22.95,1248.0,74.0,5.0,3750.0,Tata,Zest,7
Mumbai,2017,22695,Petrol,Manual,First,18.88,999.0,123.24,5.0,8500.0,Ford,EcoSport,7
Jaipur,2012,73000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4350.0,Maruti,Swift,12
Kochi,2016,32227,Petrol,Manual,First,22.74,796.0,47.3,5.0,3260.0,Maruti,Alto,8
Jaipur,2011,55000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,4210.0,Honda,City,13
Kochi,2018,11287,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,70360.0,Audi,Q7,6
Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896.0,105.0,5.0,2950.0,Skoda,Laura,15
Kochi,2012,54308,Petrol,Manual,First,17.1,1591.0,121.3,5.0,4280.0,Hyundai,Verna,12
Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3570.0,Honda,City,15
Kolkata,2013,46000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,3110.0,Hyundai,i20,11
Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,5960.0,Hyundai,i20,10
Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4700.0,Volkswagen,Vento,13
Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6900.0,Honda,City,10
Pune,2018,45000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5250.0,Tata,Zest,6
Pune,2015,64000,Diesel,Automatic,First,18.48,1995.0,177.0,5.0,28000.0,BMW,5,9
Delhi,2009,60000,Petrol,Manual,First,18.9,1061.0,67.0,5.0,1350.0,Maruti,Wagon,15
Delhi,2015,62178,Petrol,Manual,First,18.2,1199.0,88.7,5.0,4850.0,Honda,Jazz,9
Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896.0,105.0,5.0,6700.0,Volkswagen,Jetta,12
Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3100.0,Hyundai,i10,14
Kochi,2015,77771,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,18640.0,Mercedes-Benz,New,9
Pune,2012,45275,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2800.0,Hyundai,i10,12
Chennai,2016,48000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,20250.0,Toyota,Innova,8
Kochi,2015,31652,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,26780.0,Audi,A6,9
Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,8260.0,Toyota,Innova,14
Mumbai,2015,31978,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3890.0,Volkswagen,Polo,9
Hyderabad,2011,70000,Petrol,Manual,First,20.92,998.0,67.1,5.0,2100.0,Maruti,Alto,13
Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12690.0,Honda,City,7
Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405.0,70.0,5.0,2580.0,Tata,Indigo,11
Kochi,2014,61726,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20770.0,Audi,A6,10
Delhi,2015,48000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20260.0,Mercedes-Benz,GLA,9
Chennai,2006,58000,Petrol,Manual,Second,0.0,1086.0,97.7,5.0,1500.0,Hyundai,Santro,18
Kolkata,2011,60020,Diesel,Manual,First,17.8,1248.0,97.7,5.0,2500.0,Maruti,Swift,13
Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998.0,67.04,5.0,4250.0,Maruti,Celerio,10
Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143.0,201.15,5.0,57000.0,Mercedes-Benz,GLE,7
Delhi,2017,44000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,44000.0,Land,Rover,7
Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3650.0,Volkswagen,Vento,13
Hyderabad,2012,71791,Petrol,Manual,First,14.0,796.0,35.0,5.0,2050.0,Maruti,Omni,12
Kochi,2012,91931,Petrol,Manual,First,18.5,1198.0,86.8,5.0,3130.0,Honda,Brio,12
Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956.0,83.1,7.0,1500.0,Tata,Sumo,24
Pune,2012,91183,Diesel,Manual,First,18.0,1248.0,75.0,5.0,2850.0,Tata,Indica,12
Delhi,2012,65000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2650.0,Maruti,Wagon,12
Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179.0,140.0,7.0,10600.0,Mahindra,XUV500,9
Pune,2008,138000,Diesel,Manual,Second,17.1,1396.0,70.0,5.0,1250.0,Tata,Indigo,16
Mumbai,2018,18000,Petrol,Manual,First,16.02,1373.0,93.7,7.0,8250.0,Maruti,Ertiga,6
Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,4450.0,Honda,Accord,13
Kolkata,2012,48000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3700.0,Maruti,Swift,12
Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2800.0,Ford,Fiesta,15
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,1800.0,Honda,City,16
Kochi,2014,51495,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,21950.0,Audi,A6,10
Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993.0,313.0,4.0,49000.0,BMW,6,13
Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967.0,245.0,7.0,62670.0,Audi,Q7,7
Pune,2008,42496,CNG,Manual,First,26.3,998.0,67.1,5.0,1400.0,Maruti,Zen,16
Pune,2012,83000,Diesel,Manual,First,23.0,1396.0,90.0,5.0,5500.0,Hyundai,i20,12
Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197.0,78.9,5.0,2950.0,Hyundai,i10,15
Kochi,2016,28503,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6860.0,Honda,Jazz,8
Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248.0,74.0,5.0,6150.0,Maruti,Swift,9
Pune,2011,79152,Petrol,Manual,Second,18.5,1197.0,82.85,5.0,3300.0,Hyundai,i20,13
Kolkata,2011,32000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2550.0,Volkswagen,Polo,13
Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796.0,46.3,5.0,1500.0,Maruti,Alto,15
Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794.0,125.0,5.0,2500.0,Toyota,Corolla,20
Chennai,2006,56000,Petrol,Manual,Second,19.7,796.0,46.3,5.0,1400.0,Maruti,Alto,18
Pune,2012,73000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,3400.0,Tata,Manza,12
Pune,2012,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,2250.0,Maruti,Alto,12
Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,7500.0,Skoda,Octavia,11
Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794.0,125.0,5.0,2800.0,Toyota,Corolla,16
Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7660.0,Hyundai,i20,8
Chennai,2016,45000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,7150.0,Maruti,Vitara,8
Delhi,2010,87430,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3500.0,Honda,City,14
Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248.0,75.0,5.0,3500.0,Tata,Indica,10
Kolkata,2013,57000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3450.0,Honda,Amaze,11
Coimbatore,2016,27904,Petrol,Manual,First,21.1,814.0,55.2,5.0,3550.0,Hyundai,EON,8
Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995.0,190.0,5.0,25990.0,BMW,3,9
Bangalore,2012,80000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5250.0,Hyundai,Verna,12
Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248.0,88.8,5.0,2900.0,Tata,Manza,11
Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984.0,227.0,5.0,2050.0,Skoda,Octavia,19
Pune,2017,30000,Petrol,Manual,First,24.07,998.0,67.1,5.0,3750.0,Maruti,Alto,7
Mumbai,2014,68000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6750.0,Ford,Ecosport,10
Kolkata,2011,21000,Petrol,Manual,Second,18.0,995.0,62.0,5.0,950.0,Chevrolet,Spark,13
Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999.0,177.0,5.0,52000.0,Jaguar,XF,7
Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997.0,141.1,5.0,3910.0,Honda,CR-V,17
Kochi,2019,13747,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,27300.0,Skoda,Superb,5
Chennai,2009,620000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2700.0,Hyundai,i10,15
Delhi,2013,70000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3500.0,Maruti,Swift,11
Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6200.0,Maruti,Swift,8
Chennai,2011,83000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,2750.0,Nissan,Micra,13
Mumbai,2015,130000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3250.0,Maruti,Swift,9
Pune,2012,63400,Diesel,Manual,First,17.8,1399.0,67.0,5.0,3250.0,Ford,Fiesta,12
Kolkata,2003,65000,Petrol,Manual,First,17.3,993.0,60.0,5.0,650.0,Maruti,Zen,21
Pune,2017,8350,Petrol,Manual,First,13.8,1998.0,192.0,5.0,35000.0,Mini,Clubman,7
Kolkata,2014,45000,Diesel,Manual,First,23.59,1364.0,67.05,5.0,3250.0,Toyota,Etios,10
Kolkata,2018,26200,Petrol,Manual,First,24.7,796.0,47.3,5.0,2900.0,Maruti,Alto,6
Bangalore,2011,11000,Petrol,Manual,Third,18.9,796.0,47.0,5.0,2900.0,Maruti,Alto,13
Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993.0,235.0,5.0,17750.0,BMW,X5,15
Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496.0,179.5,5.0,8250.0,Nissan,Teana,9
Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5770.0,Hyundai,Grand,9
Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9490.0,Maruti,Vitara,7
Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967.0,241.4,7.0,12950.0,Audi,Q7,16
Chennai,2015,38000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,20000.0,Mercedes-Benz,GLA,9
Chennai,2007,72000,Petrol,Manual,Third,16.1,796.0,37.0,4.0,1000.0,Maruti,800,17
Chennai,2015,93000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,7100.0,Renault,Duster,9
Mumbai,2017,5900,Diesel,Manual,First,21.43,1364.0,87.2,5.0,16500.0,Toyota,Corolla,7
Chennai,2014,25000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,26000.0,Mercedes-Benz,New,10
Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248.0,73.9,5.0,3200.0,Maruti,Ritz,14
Kochi,2017,35676,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,9480.0,Honda,BRV,7
Kochi,2015,74310,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4000.0,Hyundai,Xcent,9
Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,26500.0,Mercedes-Benz,E-Class,10
Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,11770.0,Mercedes-Benz,B,10
Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,37000.0,Mercedes-Benz,E-Class,7
Mumbai,2016,28000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,8750.0,Honda,City,8
Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086.0,97.7,5.0,1950.0,Hyundai,Santro,17
Chennai,2011,93982,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3750.0,Honda,City,13
Pune,2010,95000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,2500.0,Hyundai,Verna,14
Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999.0,246.74,5.0,34500.0,Jaguar,XE,7
Delhi,2015,52516,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4650.0,Honda,Amaze,9
Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598.0,122.0,4.0,32000.0,Mini,Cooper,9
Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987.0,282.0,5.0,62810.0,Mercedes-Benz,S,7
Chennai,2014,37000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3250.0,Hyundai,EON,10
Kolkata,2014,17400,Petrol,Manual,First,20.51,998.0,67.04,5.0,3100.0,Maruti,Wagon,10
Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3910.0,Maruti,Ritz,13
Chennai,2011,89616,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,11000.0,BMW,3,13
Pune,2014,85000,Diesel,Manual,First,13.49,2179.0,138.03,5.0,3500.0,Tata,Xenon,10
Chennai,2014,79271,Diesel,Automatic,First,20.38,1968.0,143.0,5.0,16500.0,Audi,A3,10
Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,30000.0,Land,Rover,12
Pune,2010,85001,Diesel,Automatic,Second,12.0,2987.0,224.0,7.0,28000.0,Mercedes-Benz,GL-Class,14
Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477.0,175.56,7.0,28000.0,Mitsubishi,Pajero,6
Jaipur,2010,125000,Petrol,Manual,First,19.7,796.0,46.3,5.0,920.0,Maruti,Alto,14
Pune,2013,53000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,2750.0,Maruti,Wagon,11
Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,53830.0,Land,Rover,7
Pune,2011,49768,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4950.0,Hyundai,Verna,13
Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993.0,218.0,5.0,33500.0,BMW,5,11
Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,27950.0,Jaguar,XF,11
Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,7250.0,Skoda,Superb,14
Kochi,2017,37542,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,25710.0,Audi,Q3,7
Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179.0,187.7,5.0,29670.0,Land,Rover,10
Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,19000.0,Mercedes-Benz,New,11
Kochi,2017,28464,Diesel,Manual,First,15.4,2179.0,120.0,7.0,13050.0,Mahindra,Scorpio,7
Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,25500.0,BMW,3,9
Pune,2017,9000,Petrol,Manual,First,15.4,1497.0,117.3,7.0,8500.0,Honda,BR-V,7
Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400.0,215.0,5.0,7250.0,Volvo,S80,14
Pune,2005,5834,Petrol,Manual,First,13.2,1495.0,94.0,5.0,800.0,Hyundai,Accent,19
Jaipur,2017,40250,Petrol,Manual,First,17.19,1197.0,81.86,5.0,6900.0,Hyundai,i20,7
Coimbatore,2018,22397,Petrol,Automatic,First,11.5,2996.0,367.0,5.0,70990.0,Mercedes-Benz,GLC,6
Kolkata,2015,20800,Petrol,Manual,Second,21.1,814.0,55.2,5.0,2250.0,Hyundai,EON,9
Kochi,2018,40322,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5500.0,Hyundai,Grand,6
Mumbai,2013,52576,Petrol,Manual,First,13.0,1493.0,100.0,5.0,4350.0,Honda,City,11
Kolkata,2010,55000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,2250.0,Volkswagen,Polo,14
Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,24500.0,Audi,A6,8
Hyderabad,2010,42021,Diesel,Manual,First,0.0,1968.0,97.7,5.0,5450.0,Volkswagen,Jetta,14
Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591.0,121.3,5.0,12030.0,Hyundai,Creta,7
Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,8500.0,Mercedes-Benz,New,13
Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998.0,189.08,4.0,28500.0,Mini,Cooper,10
Pune,2006,108000,Petrol,Manual,Second,17.0,1086.0,97.7,5.0,1200.0,Hyundai,Santro,18
Bangalore,2013,37000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,5750.0,Toyota,Etios,11
Delhi,2014,30000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3200.0,Honda,Brio,10
Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,9890.0,Maruti,Baleno,6
Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,6580.0,Skoda,Laura,12
Kochi,2018,13102,Petrol,Manual,First,21.1,814.0,55.2,5.0,4059.9999999999995,Hyundai,EON,6
Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461.0,108.45,5.0,13370.0,Renault,Captur,5
Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,25820.0,BMW,5,13
Kochi,2016,34267,Petrol,Manual,First,22.74,796.0,47.3,5.0,3740.0,Maruti,Alto,8
Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984.0,150.0,5.0,22000.0,Volvo,V40,9
Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998.0,67.1,5.0,1450.0,Maruti,Wagon,17
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497.0,78.0,5.0,2000.0,Honda,City,16
Kochi,2017,31841,CNG,Manual,First,15.1,1196.0,73.0,5.0,4700.0,Maruti,Eeco,7
Kolkata,2014,15000,Petrol,Manual,First,13.7,1399.0,98.79,8.0,3750.0,Chevrolet,Enjoy,10
Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523.0,62.1,7.0,7700.0,Mahindra,Bolero,8
Coimbatore,2012,50243,Petrol,Manual,First,0.0,1086.0,97.7,5.0,3350.0,Hyundai,Santro,12
Hyderabad,2014,20600,Petrol,Manual,First,21.1,814.0,55.2,5.0,2600.0,Hyundai,EON,10
Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,13770.0,Hyundai,Creta,7
Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598.0,103.5,5.0,7100.0,Volkswagen,Vento,7
Pune,2008,61938,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2650.0,Honda,Civic,16
Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248.0,74.0,5.0,2500.0,Tata,Indica,10
Kochi,2013,61672,Diesel,Manual,First,16.0,2179.0,140.0,7.0,7530.0,Mahindra,XUV500,11
Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7980.0,Hyundai,i20,7
Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,39000.0,Audi,Q5,10
Chennai,2011,67000,Petrol,Manual,Second,18.5,1197.0,85.8,5.0,2250.0,Maruti,Ritz,13
Chennai,2010,66000,Petrol,Manual,Second,13.17,1999.0,114.0,5.0,3850.0,Mitsubishi,Cedia,14
Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494.0,102.0,7.0,13500.0,Toyota,Innova,9
Hyderabad,2016,80219,Diesel,Manual,First,27.62,793.0,47.0,5.0,3500.0,Maruti,Celerio,8
Delhi,2018,12923,Diesel,Manual,First,25.1,1248.0,88.5,5.0,8920.0,Maruti,S-Cross,6
Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,20370.0,Audi,Q3,8
Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,36500.0,BMW,3,8
Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,48910.0,Audi,Q7,8
Pune,2016,6800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7200.0,Hyundai,i20,8
Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461.0,108.45,5.0,5990.0,Renault,Duster,12
Pune,2016,51000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5250.0,Hyundai,Xcent,8
Delhi,2014,31465,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6500.0,Ford,Ecosport,10
Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4400.0,Volkswagen,Polo,11
Kolkata,2017,14000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,4600.0,Hyundai,Grand,7
Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2950.0,Tata,Manza,11
Kolkata,2011,48466,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3260.0,Honda,City,13
Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,2220.0,Hyundai,Santro,16
Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494.0,100.0,7.0,10500.0,Toyota,Innova,12
Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248.0,88.5,5.0,8260.0,Maruti,Ciaz,7
Delhi,2013,69000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,14450.0,Toyota,Fortuner,11
Chennai,2009,80524,Petrol,Manual,Second,15.3,1596.0,97.7,5.0,2500.0,Ford,Fiesta,15
Kochi,2018,26405,Petrol,Automatic,First,12.6,1950.0,191.34,5.0,51430.0,Mercedes-Benz,E-Class,6
Chennai,2014,45000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,23000.0,Mercedes-Benz,New,10
Kolkata,2012,64284,Diesel,Manual,First,17.72,1968.0,108.49,5.0,5500.0,Skoda,Yeti,12
Delhi,2015,27000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4500.0,Hyundai,Grand,9
Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6800.0,Ford,Figo,6
Mumbai,2013,21000,Petrol,Manual,First,16.8,1395.0,138.02,5.0,8750.0,Skoda,Octavia,11
Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461.0,83.8,5.0,7000.0,Renault,Duster,9
Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999.0,177.0,5.0,33500.0,Land,Rover,9
Chennai,2011,75000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,2250.0,Ford,Figo,13
Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953.0,156.0,7.0,4240.0,Ford,Endeavour,16
Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982.0,168.5,7.0,28420.0,Toyota,Fortuner,7
Kolkata,2012,52000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,2750.0,Volkswagen,Polo,12
Jaipur,2011,91000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3000.0,Maruti,Ritz,13
Pune,2013,60000,Diesel,Manual,First,23.08,1461.0,63.1,5.0,3550.0,Nissan,Micra,11
Kolkata,2013,37873,Diesel,Manual,First,22.32,1582.0,126.32,5.0,4800.0,Hyundai,Verna,11
Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497.0,150.0,5.0,13500.0,BMW,5,13
Pune,2017,129000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,56000.0,Mercedes-Benz,GLS,7
Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354.0,187.4,5.0,3990.0,Honda,CR-V,20
